customer_id,name,dob,ssn_hash,risk_rating,kyc_status,country,created_at,created_by
CUST001521,Arjun Mehta,1999-06-10,dc70b87f4af4,low,verified,NG,2021-02-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001522,Mei Garcia,1955-03-31,3d7a7527cee5,medium,expired,SG,2019-03-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001523,Fatima Smith,1990-01-19,f56c0b464d2f,medium,expired,NG,2023-12-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001524,Rahul Chen,2004-02-01,51b81587cfad,medium,pending,RU,2021-04-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001525,Vikram Tanaka,1996-08-02,73435abb7a4b,medium,verified,DE,2024-10-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001526,Rahul Mehta,1977-10-19,429ae714a230,low,verified,AU,2022-06-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001527,Mia Sharma,1959-04-15,6bee06e4eb9b,low,expired,DE,2018-11-08 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001528,Olivia Lopez,1959-08-05,47a7d8f48d8b,medium,verified,AU,2023-07-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001529,Lucas Anderson,1970-11-25,6a83ea21587e,,verified,SG,2024-02-11 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001530,Wei Sharma,1966-08-26,e56ce1dcc372,high,verified,US,2026-05-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001531,Amelia Nair,1987-06-05,8bdcf94c6205,low,verified,CN,2019-02-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001532,Meera Kumar,1976-06-28,21a0c4d55fc8,low,verified,IN,2018-09-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001533,Layla Chen,1965-12-14,24c316dfe3bc,high,expired,NG,2023-05-26 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001534,Lucas Nair,1977-06-15,67102a52b28b,low,expired,NG,2026-02-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001535,Meera Brown,2001-11-02,422435bb6a80,medium,verified,CN,2025-09-25 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001536,Lucas Davis,2000-12-20,6b9b2101822f,low,verified,US,2022-07-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001537,Vikram Ivanov,1999-05-09,271afc758877,medium,pending,AE,2024-04-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001538,Aditya Sharma,1986-11-20,e93425902674,high,verified,RU,2018-03-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001539,Lucia Singh,1963-08-11,5b7895304fa3,medium,expired,CN,2024-09-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001540,Hassan Ivanov,1965-09-29,efd316456820,low,verified,SG,2025-01-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001541,Karan Patel,1967-04-14,116ed83a6b3d,low,pending,GB,2025-10-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001542,Omar Garcia,1999-09-14,f4207d10c842,high,verified,US,2021-06-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001543,Ananya Gupta,1963-12-25,d2b4cc206105,low,verified,NG,2022-01-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001544,Elena Nair,1962-01-27,ee616df4afda,low,verified,RU,2020-08-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001545,Ananya Zhang,2003-12-28,49157f60a9c3,medium,verified,NG,2021-05-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001546,Mason Singh,1984-11-24,6eff68f7f643,high,verified,AU,2021-01-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001546,Mason Singh,1984-11-24,6eff68f7f643,high,verified,AU,2021-01-07 01:02:00,CUSTOMER_ONBOARDING_SVC
CUST001547,Rahul Tanaka,1991-06-04,9b7f8c481940,low,verified,SG,2024-01-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001548,Ava Reddy,1964-04-26,3d64a13ec770,low,pending,CN,2025-01-27 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001549,Fatima Mehta,1955-06-23,63c0c9651cb9,medium,verified,DE,2025-08-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001550,Riya Patel,1973-12-06,35a7e0b00736,high,pending,DE,2024-11-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001551,Ivan Davis,1980-10-22,9cb5eb42e34c,low,expired,RU,2021-01-08 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001552,Yuki Sharma,1991-05-20,196a928333ac,low,verified,US,2024-08-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001553,Riya Gupta,1975-09-17,eea35cd7b6f3,high,verified,IN,2020-10-20 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001554,Divya Martinez,1973-11-09,1cfadd70b8e6,low,verified,IN,2026-01-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001555,Divya Garcia,1991-11-19,ab0ca5ce4915,high,expired,SG,2022-04-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001556,Pooja Miller,1971-11-13,4a4e387dc27d,high,verified,SG,2025-06-20 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001557,Amelia Chen,1960-07-05,7baecf0551e7,high,pending,CN,2018-09-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001558,Liam Smith,1993-03-26,04158b55782b,medium,expired,CN,2018-02-26 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001559,Aditya Zhang,1997-10-11,a21b5556dbde,low,verified,GB,2022-05-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001560,Yuki Miller,2004-07-01,8fd5293998d6,high,verified,AE,2023-09-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001561,Emma Khan,1982-10-31,2e151ac82e94,medium,verified,NG,2026-05-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001562,James Mehta,2004-11-16,eef739efb47e,medium,expired,AU,2024-11-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001562,James Mehta,2004-11-16,eef739efb47e,medium,expired,AU,2024-11-18 00:03:00,CUSTOMER_ONBOARDING_SVC
CUST001563,Noah Zhang,1992-08-27,fc26bf27751f,low,verified,NG,2024-05-15 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001564,Amelia Smith,1972-11-23,66cecda9db18,medium,expired,GB,2025-01-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001565,Riya Brown,1985-02-26,7e47e588c01f,medium,verified,IN,2022-01-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001566,Vikram Kumar,1967-04-17,2e36a1d9ecda,medium,verified,RU,2020-08-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001567,Hassan Chen,1974-10-20,344c00f73cc1,low,verified,CN,2026-04-11 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001568,Divya Smith,1995-05-11,60356ed3b340,low,verified,AU,2020-05-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001569,Chen Anderson,1976-08-21,7eb685d97b50,medium,verified,AU,2018-06-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001569,Chen Anderson,1976-08-21,7eb685d97b50,medium,verified,AU,2018-06-30 01:03:00,CUSTOMER_ONBOARDING_SVC
CUST001570,Pooja Davis,1963-12-24,cb19530d6dd2,medium,expired,,2018-12-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001571,Ethan Chen,1969-09-27,4a42f5b8a221,high,verified,NG,2018-04-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001572,Rohan Mehta,1971-02-04,784a84f4af2f,low,verified,IN,2020-03-13 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001573,Arjun Patel,1973-04-26,bb5c1ee6266f,high,verified,US,2022-02-10 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001574,Rohan Tanaka,1955-09-07,4a3aad2d6085,low,verified,DE,2019-12-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001575,Rohan Nair,1968-10-16,0855c11c6fe5,low,pending,US,2022-08-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001576,Hassan Khan,1984-08-11,e980a6a24f76,low,expired,NG,2023-01-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001577,Mei Chen,1983-04-29,9c2db046cfcc,medium,verified,GB,2020-12-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001578,Liam Miller,1996-09-14,4c1a4556f851,medium,verified,NG,2019-01-08 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001579,Layla Kumar,1998-01-01,d7e5ee7e6250,high,expired,NG,2022-06-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001580,Nikhil Gupta,1959-07-22,fcfcdbf0b373,medium,expired,AE,2023-09-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001581,Layla Singh,1978-06-06,fad0febf326a,medium,verified,GB,2021-09-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001582,Arjun Mehta,1963-01-07,0887ec21a54d,low,expired,AU,2023-10-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001583,Noah Chen,1979-10-16,0ce0b4890a5f,low,verified,CN,2021-10-15 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001584,Priya Singh,1969-10-18,121adccdc5b9,high,expired,SG,2026-06-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001585,Diego Anderson,1988-05-01,f091e0a9985f,,expired,AU,2018-08-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001586,Divya Wilson,1981-01-02,6a9a4c2d1bd9,low,verified,AU,2026-06-10 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001587,Layla Tanaka,1999-01-23,409c0856f0d1,low,verified,GB,2023-11-10 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001588,Noah Miller,1958-08-16,fd3b435cdf18,,pending,,2023-09-09 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001589,Riya Miller,1985-08-20,3d452ff1606c,low,expired,SG,2018-12-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001590,Mason Gupta,2000-11-26,4d9d51db0361,low,verified,GB,2020-07-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001591,Lucas Ivanov,2004-07-27,e22f2686a68e,low,pending,IN,2026-01-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001592,Hassan Chen,1986-11-09,40cf1c5927e2,medium,expired,RU,2018-03-11 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001593,Divya Miller,2002-06-03,8e22e079d764,medium,expired,GB,2019-05-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001594,Isha Anderson,1999-09-20,fe4c4e19c41b,medium,verified,CA,2020-10-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001595,Emma Mehta,1960-11-17,40ee1c8c350e,high,pending,CN,2019-08-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001596,Olivia Davis,1969-03-24,c273e4728136,low,pending,GB,2018-03-26 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001597,Amelia Nair,1982-10-10,82b17cca19e9,low,pending,US,2020-10-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001598,Lucas Reddy,1988-07-10,dd9912c3f81c,low,verified,SG,2021-04-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001599,Isha Johnson,1957-02-01,6327a7cbebc3,low,pending,AE,2025-07-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001600,Elena Wilson,1957-01-07,e7bbf446bfab,high,verified,NG,2020-07-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001601,Emma Brown,1996-10-11,f8fe4beb81b0,high,verified,CN,2024-11-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001602,Liam Mehta,1974-05-23,93734078ce2b,low,verified,AE,2020-05-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001603,Mia Ivanov,1967-09-08,2e504e24280d,low,verified,AE,2019-02-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001604,Divya Anderson,1972-10-26,024ffe06d5f6,medium,verified,IN,2020-09-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001605,Noah Mehta,1991-06-26,45f6b1459250,high,verified,IN,2018-05-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001606,Noah Miller,1996-06-03,1c8577658d32,medium,expired,,2023-08-13 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001607,Pooja Sharma,1964-07-29,66158cc57757,medium,verified,IN,2021-10-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001608,Lucas Brown,1999-08-15,dd10a22cefa8,high,verified,CA,2020-12-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001609,Aarav Lopez,1974-03-04,702c9738ca5c,low,expired,AU,2022-05-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001610,Vikram Kumar,1980-09-25,71f3830df355,medium,verified,NG,2019-03-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001611,Ivan Gupta,1972-06-20,0d621a63cc6d,high,verified,DE,2019-11-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001612,Diego Smith,1985-04-18,86c53a6ccff2,low,verified,SG,2022-09-10 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001613,Arjun Wilson,1991-07-15,12c5dcdcb9c4,low,verified,NG,2026-05-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001614,Mia Davis,1959-02-28,f3963bb9ee0c,high,verified,DE,2023-10-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001615,Rahul Nair,2001-09-03,8432a678c463,low,pending,IN,2020-04-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001616,Lucas Gupta,1995-11-17,ce26155c7b99,low,verified,AU,2018-10-25 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001617,Ethan Patel,2000-09-02,f16adc5cab82,low,pending,DE,2024-03-03 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001618,Hassan Al-Sayed,1973-12-01,e356d2936213,low,verified,CN,2023-11-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001619,Aarav Wilson,1972-05-30,c8e30950c165,low,verified,CA,2021-11-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001620,Arjun Davis,1974-01-06,a3373df688e9,high,verified,IN,2020-08-15 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001621,Priya Lopez,2000-07-09,86bf499b9450,medium,expired,IN,2022-02-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001622,Priya Zhang,1977-11-24,b2cc59a9cef3,low,pending,CA,2024-07-15 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001623,Mei Martinez,1981-08-04,e7f6006265ab,high,expired,DE,2024-03-13 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001624,Lucia Singh,1981-07-07,b029893a7e43,medium,verified,NG,2019-08-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001625,Elena Kumar,1956-11-28,2ef6b0a7721c,low,expired,GB,2023-08-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001626,Aditya Kumar,1975-01-04,3a4b265080fc,low,pending,CN,2021-04-20 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001627,Priya Anderson,1968-11-27,466c776b8689,high,verified,CA,2022-06-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001628,Isha Ivanov,1982-10-07,0da6fe5ade08,high,verified,AE,2024-04-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001629,Sophia Al-Sayed,2001-09-02,cfccc65cdd00,high,expired,AE,2019-07-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001630,Ethan Davis,1965-07-27,9658644e734d,high,expired,AU,2019-08-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001631,Meera Miller,1987-03-08,01ef4be3b9b6,high,verified,RU,2024-02-09 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001632,Lucas Garcia,1961-07-13,34249f22f179,low,expired,DE,2020-06-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001633,Meera Nair,1983-02-22,4b7b200369a3,low,verified,NG,2024-05-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001634,Riya Martinez,2000-08-31,cc7a660f0fe4,high,verified,GB,2021-01-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001635,Aarav Sharma,2001-02-07,50b5b9c26da8,medium,pending,AU,2022-11-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001636,Lucas Wilson,1961-09-25,6d9cdb04a4bc,high,verified,AE,2018-11-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001637,Sneha Singh,2002-05-09,6be23cc42123,medium,verified,DE,2018-08-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001638,Sneha Chen,1970-11-24,afcc9f1c2de5,medium,verified,DE,2025-01-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001639,Sneha Ivanov,1974-10-13,f240e6b7993e,,verified,SG,2025-02-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001640,Rohan Patel,1967-07-15,6bee7f832ffc,medium,pending,CA,2026-02-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001641,Ananya Ivanov,1997-07-15,eb94afcd1084,low,verified,CA,2022-04-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001642,Priya Miller,2002-11-12,ac9575d040dd,low,verified,NG,2020-12-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001643,Noah Garcia,1973-03-06,eb0de547f1f4,medium,verified,CN,2021-11-13 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001644,Rohan Khan,1962-01-19,887d8a1b4dc0,low,verified,US,2024-10-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001645,Noah Gupta,1999-06-23,81bedacb16b7,medium,verified,CA,2024-02-15 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001646,Layla Johnson,1978-09-27,697819fcf1d9,low,verified,GB,2024-08-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001647,Fatima Patel,1993-09-06,29d6cec04134,low,verified,US,2021-02-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001648,Wei Anderson,1967-09-20,596d928a02b7,high,pending,US,2023-03-13 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001649,Rohan Al-Sayed,1999-02-06,4406edb67cc8,medium,verified,US,2024-08-09 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001650,Rohan Martinez,1985-07-07,97f4b298d910,medium,expired,NG,2026-03-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001651,Layla Mehta,2001-03-25,1911ea4d93e6,medium,verified,US,2019-12-27 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001652,Priya Tanaka,2003-11-10,02b68d164185,high,pending,RU,2026-01-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001653,Sneha Miller,1976-03-02,c8f9daa9e54e,medium,,CA,2022-07-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001654,Meera Singh,1970-05-03,d0c387e9ce64,low,verified,AU,2020-01-10 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001655,Sophia Sharma,2003-05-13,891e5dacd8bb,low,verified,SG,2023-01-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001656,Isha Singh,1967-06-13,78bc41a014ba,medium,pending,RU,2021-09-02 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001657,Layla Khan,1976-02-07,5ac401e177eb,medium,expired,GB,2022-10-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001658,Arjun Patel,1958-01-16,f37307c4b43b,high,verified,SG,2024-10-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001659,James Wilson,1966-08-30,3fa772f5e384,medium,verified,GB,2021-05-06 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001660,Ananya Johnson,1995-07-16,fe03cac8296c,medium,expired,SG,2025-01-08 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001661,Diego Singh,1971-01-23,bdef381a6a37,medium,pending,SG,2020-08-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001662,Isha Sharma,1995-07-21,002e1eab50c5,medium,verified,RU,2021-01-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001663,Yuki Lopez,1999-03-08,6307e066b154,medium,verified,NG,2022-04-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001664,Meera Gupta,2001-04-21,176da4b586a0,low,pending,SG,2024-06-20 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001665,Omar Sharma,1971-09-16,2bc8103bb961,high,verified,DE,2025-08-26 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001666,Sophia Miller,1984-10-09,1cba48992bb9,medium,expired,DE,2025-09-09 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001667,Isha Ivanov,1988-08-07,50eed40ff273,low,verified,SG,2021-01-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001668,Ethan Lopez,1971-08-29,2a5df09e78ea,low,verified,GB,2025-02-27 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001669,Nikhil Nair,1964-04-01,b4f1ef095aa9,medium,verified,NG,2021-10-25 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001670,Ava Ivanov,1970-12-17,52cbc34c7cc6,medium,verified,CA,2021-11-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001671,Nikhil Brown,1988-03-13,8fa50d322348,low,expired,NG,2019-02-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001672,Yuki Wilson,1989-08-27,708540568367,low,verified,GB,2024-04-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001673,James Mehta,1972-06-02,cabe47bf2d4a,high,expired,IN,2021-06-09 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001674,Divya Tanaka,1998-06-11,1d4c60a1d52e,low,verified,RU,2019-11-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001675,Rahul Singh,1973-11-09,e99b7450b94d,low,verified,SG,2022-06-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001676,Karan Nair,1987-11-05,3f8843c5386f,low,pending,CN,2024-12-11 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001677,Amelia Chen,1959-02-09,f974297c1062,medium,verified,SG,2018-03-07 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001678,Liam Singh,1986-09-30,2de7639223b8,medium,pending,IN,2019-12-28 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001679,Wei Anderson,1966-10-23,a5888bdca071,low,verified,IN,2023-05-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001680,Ethan Miller,1967-04-12,3d98bb763105,medium,pending,CN,2021-09-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001681,Mason Chen,1994-09-03,94cba5ad98c9,low,verified,NG,2021-02-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001682,Emma Anderson,1985-06-17,9f2af0e72d0b,medium,pending,AU,2026-03-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001683,Mei Johnson,2000-01-15,d203097d9793,low,expired,CN,2019-06-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001684,Ava Sharma,1955-07-25,06982c4ecdad,low,verified,CN,2018-06-11 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001685,Nikhil Singh,1966-10-06,95e839e54858,low,verified,,2025-03-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001686,Rahul Wilson,1993-03-10,acf99debaf5f,high,verified,AE,2024-03-25 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001687,Mei Miller,1999-01-06,95f266a19aa5,medium,verified,DE,2019-08-14 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001688,Liam Al-Sayed,1968-06-06,76d864007448,low,verified,DE,2026-05-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001689,Sophia Johnson,1961-03-30,d22897d7e558,low,verified,AE,2023-11-24 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001690,Vikram Gupta,1967-11-06,0c77eac88f7d,low,verified,AE,2025-03-27 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001691,Omar Mehta,1978-07-17,0966a22f54e7,low,verified,DE,2023-06-29 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001692,Wei Miller,1962-10-24,37b4bd56aafa,medium,verified,NG,2025-06-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001693,Sophia Anderson,1978-10-31,b6c712453736,low,pending,AU,2023-06-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001694,Ananya Wilson,1995-09-10,5f124a030ba5,high,expired,AU,2022-04-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001695,Diego Kumar,1997-01-20,15305457b65c,low,pending,AU,2019-12-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001696,Elena Al-Sayed,1971-09-13,7128ceb3f4ef,low,verified,RU,2018-04-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001697,Mason Reddy,1993-04-26,679121e3814d,high,expired,US,2021-09-01 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001698,Rohan Brown,1987-08-18,805d4035cb8e,low,expired,AU,2025-11-17 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001699,Emma Davis,1998-11-17,4106b6cd0f48,high,pending,US,2026-02-16 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001700,Liam Mehta,1984-11-03,5063c4571ee3,low,expired,IN,2020-12-05 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001701,Isha Chen,1994-05-14,14cc0a69cd2e,low,expired,RU,2018-01-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001702,Chen Chen,1999-08-26,e16e2d31b906,low,verified,NG,2026-01-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001703,Hassan Wilson,1966-09-21,ef40ef8c7cc6,low,verified,AE,2019-09-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001704,Sneha Anderson,1970-07-18,7547f6ff87ac,low,verified,AE,2018-06-04 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001705,Lucia Wilson,2000-05-21,ed5c229334ca,medium,verified,NG,2024-05-19 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001706,Fatima Garcia,1976-03-30,27d10885dab8,medium,pending,CN,2025-02-23 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001707,Rahul Nair,1979-12-14,df8d4fed4c0d,low,pending,IN,2021-05-22 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001708,Divya Chen,1986-02-13,c9a476e52a2d,low,expired,US,2019-10-30 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001709,Elena Reddy,1986-03-30,dade08c6cca4,low,verified,RU,2025-06-12 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001710,Aditya Patel,1972-08-12,01c83044dd3d,medium,pending,RU,2018-01-21 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001711,Chen Kumar,1990-09-09,d9b0b0938103,high,verified,CN,2018-07-18 00:00:00,CUSTOMER_ONBOARDING_SVC
CUST001712,Lucia Davis,1967-07-12,ec30b6037963,low,expired,CA,2018-08-08 00:00:00,CUSTOMER_ONBOARDING_SVC
